car_name,car_status,car_price,dealer_name,dealer_Rate,dealer_reviews,dealer_location,tel_number,state,region
2023 Jeep Compass Latitude,New,36480,Folsom Lake Chrysler Dodge Jeep Ram,4.7,251,"Folsom, CA",tel:+1-916-596-3349,Folsom,CA
2024 Chevrolet Blazer 3LT,Used,40625,Clark Chevrolet,4.4,102,"McAllen, TX",tel:+1-956-441-2925,McAllen,TX
1991 Porsche 928 S4,Used,44995,Porsche Princeton,4.8,907,"Lawrenceville, NJ",tel:+1-609-454-0708,Lawrenceville,NJ
2018 Honda Civic Type R Touring,Used,36991,Trucks Plus,0.0,3,"Seattle, WA",tel:+1-425-519-9551,Seattle,WA
2020 Porsche 718 Cayman GT4 Clubsport Trackday,Used,169900,Isringhausen Imports,4.9,977,"Springfield, IL",tel:+1-877-362-8855,Springfield,IL
2024 Kia Sorento Hybrid EX,New,40540,Eide Ford Mandan,0.0,0,"Mandan, ND",tel:+1-701-989-7711,Mandan,ND
2014 Ford Mustang,Used,14599,CarMax Santa Rosa - Offering Express Pickup and Home Delivery,0.0,6,"Santa Rosa, CA",tel:+1-707-206-7717,Santa Rosa,CA
2019 Honda Civic Type R Touring,Used,37345,McGrath Honda of St. Charles,4.7,1362,"St. Charles, IL",tel:+1-630-338-0909,St. Charles,IL
2024 Chevrolet Blazer 2LT,New,40715,Taylor Chevrolet,5.0,47,"Rexburg, ID",tel:+1-208-881-5947,Rexburg,ID
2014 Aston Martin Vanquish V12,Used,95995,Exotic Motorsports of Oklahoma,0.0,1,"Edmond, OK",tel:+1-405-493-0809,Edmond,OK
2009 Chevrolet Malibu Hybrid Base,Used,4995,Central A/S LLC,3.6,64,"East Windsor, CT",tel:+1-860-254-4603,East Windsor,CT
2023 Buick Enclave FWD Premium,New,48325,Parks Buick GMC Kernersville,4.7,2027,"Kernersville, NC",tel:+1-336-900-7038,Kernersville,NC
2013 Chevrolet Captiva Sport LT,Used,8942,Drivesimple NJ,0.0,2,"South Plainfield, NJ",tel:+1-732-385-5849,South Plainfield,NJ
2016 Nissan Murano Hybrid SL,Used,15990,Precise Automotive Group,4.2,122,"Chantilly, VA",tel:+1-703-832-8113,Chantilly,VA
2024 Nissan Versa 1.6 SR,New,22500,Preston Ford Lincoln Hyundai Nissan,0.0,564,"Hurlock, MD",tel:+1-410-673-7171,Hurlock,MD
2004 Hummer H1 BASE,Used,141000,Decozen Chrysler Jeep Dodge Ram,4.4,969,"Verona, NJ",tel:+1-973-233-4735,Verona,NJ
2015 McLaren 650S 2dr Conv Spider,Used,143999,Team Autoplex,0.0,1,"Houston, TX",tel:+1-833-354-4795,Houston,TX
2020 Chevrolet Sonic FWD Hatchback 1FL 5-Door,Used,12992,Yalcars,4.3,445,"Austintown, OH",tel:+1-888-825-7532,Austintown,OH
2020 Honda Accord LX 1.5T,Used,23975,Drive America,4.8,6,"Watertown, NY",tel:+1-315-971-3761,Watertown,NY
2020 Land Rover Range Rover P525 HSE LWB,Used,48987,Bayer Ford,0.0,73,"Comanche, TX",tel:+1-888-866-5159,Comanche,TX
2021 Ford Expedition Limited MAX,Used,34998,Nashville Ford of Georgia,0.0,5,"Nashville, GA",tel:+1-866-292-6002,Nashville,GA
2009 Chevrolet HHR LT,Used,9750,Net Motorcars,4.6,126,"Addison, IL",tel:+1-630-884-6083,Addison,IL
2024 BMW 530 i xDrive,New,73645,Grayson BMW,4.7,594,"Knoxville, TN",tel:+1-865-329-6111,Knoxville,TN
2024 RAM 3500 Tradesman,New,68138,Bruner Motors Inc.,0.0,32,"Stephenville, TX",tel:+1-254-459-4123,Stephenville,TX
2016 Ford Shelby GT350 Base,Used,77900,L.R.A. Enterprises,3.4,20,"Bristol, PA",tel:+1-215-874-0269,Bristol,PA
2023 Audi e-tron Premium Plus,Used,48990,Galleria BMW,4.9,565,"D'Iberville, MS",tel:+1-877-648-9811,D'Iberville,MS
2013 Nissan Juke SV,Used,6277,Hodges Mazda of the Avenues,4.5,1218,"Jacksonville, FL",tel:+1-904-586-3108,Jacksonville,FL
2023 Mercedes-Benz EQB 300 Base 4MATIC,Used,51988,Ozzy's Car Company,0.0,50,"Boise, ID",tel:+1-208-639-1058,Boise,ID
2024 Mazda CX-90 PHEV Premium Plus,New,58420,Naples Mazda,4.6,1301,"Naples, FL",tel:+1-888-832-1735,Naples,FL
2024 Jeep Grand Cherokee Limited,New,47920,Laredo Dodge Chrysler Jeep Ram,2.7,99,"Laredo, TX",tel:+1-956-242-7477,Laredo,TX
2024 Jeep Grand Cherokee Limited,New,44959,Laredo Dodge Chrysler Jeep Ram,2.7,99,"Laredo, TX",tel:+1-956-242-7477,Laredo,TX
2020 BMW M4 Base,Used,52998,BMW of Columbia,4.6,1558,"Columbia, SC",tel:+1-803-832-0581,Columbia,SC
2019 Volkswagen Golf R 2.0T w/DCC & Navigation,Used,33298,Luther Park Place BMW,4.7,3941,"Rochester, MN",tel:+1-507-316-0326,Rochester,MN
2013 Volkswagen Eos Komfort,Used,14477,Bill Jacobs VW,4.2,663,"Naperville, IL",tel:+1-888-383-7403,Naperville,IL
2024 Volvo XC40 Recharge Pure Electric Twin Ultimate,New,62775,"Portland Volvo of Scarborough, ME",4.1,535,"Scarborough, ME",tel:+1-877-588-7468,Scarborough,ME
2020 Subaru Ascent Limited 7-Passenger,Used,25382,KIA of Port Charlotte,4.6,3610,"Port Charlotte, FL",tel:+1-888-607-7370,Port Charlotte,FL
2023 Mercedes-Benz AMG C 43 Base 4MATIC,Used,59382,The Audi Exchange of Kirkwood,4.4,60,"Kirkwood, MO",tel:+1-314-946-5530,Kirkwood,MO
2016 Mercedes-Benz GLE-Class GLE 350,Used,18995,HD Auto Sales,5.0,13,"Wichita, KS",tel:+1-316-854-6149,Wichita,KS
2023 Volkswagen Arteon 2.0T SE,Used,38881,Suntrup Volkswagen,4.8,1520,"St. Louis, MO",tel:+1-314-549-8505,St. Louis,MO
2018 Kia Cadenza Technology,Used,22640,Faulkner Buick GMC Harrisburg,0.0,198,"Harrisburg, PA",tel:+1-717-884-0459,Harrisburg,PA
2013 Cadillac XTS Luxury,Used,10994,Shottenkirk Chevrolet KIA of Quincy,4.6,533,"Quincy, IL",tel:+1-877-356-8848,Quincy,IL
2017 Ford F-150 XL,Used,31995,Roy's Auto Center,0.0,25,"Eureka, CA",tel:+1-707-382-3610,Eureka,CA
2021 Honda Insight EX,Used,21751,Fred Anderson Nissan of Asheville,4.9,2143,"Asheville, NC",tel:+1-888-485-2683,Asheville,NC
2024 BMW 740 i xDrive,New,103265,D-Patrick Motoplex,4.2,377,"Evansville, IN",tel:+1-812-471-7792,Evansville,IN
2018 Mercedes-Benz AMG GLE 43 Coupe 4MATIC,Used,40999,Stivers Ford of Birmingham,2.0,125,"Birmingham, AL",tel:+1-205-847-2625,Birmingham,AL
2017 Mercedes-Benz SL 550 SL 550,Used,46991,Dena Motors,4.7,24,"Conyers, GA",tel:+1-470-210-2501,Conyers,GA
2023 FIAT 500X Pop,New,35565,Shimkat Motor Company,0.0,28,"Fort Dodge, IA",tel:+1-515-532-5376,Fort Dodge,IA
2022 INFINITI QX80 PREMIUM SELECT,Used,49104,Golden Circle Ford,3.9,243,"Jackson, TN",tel:+1-731-513-6609,Jackson,TN
2024 Nissan Kicks SR,New,27700,Nissan Andalusia,0.0,2,"Andalusia, AL",tel:+1-334-542-8595,Andalusia,AL
2020 BMW M240 i xDrive,Used,36500,Nelson Automotive,4.4,59,"Mt Prospect, IL",tel:+1-847-865-8203,Mt Prospect,IL
2016 Nissan 370Z NISMO Tech,Used,19998,Stark on the Beltline,3.3,103,"Madison, WI",tel:+1-608-888-8542,Madison,WI
2015 BMW 328d 328d,Used,13985,NW Truck & SUV,0.0,0,"Milwaukie, OR",tel:+1-503-342-8782,Milwaukie,OR
2014 Ford Expedition EL XLT,Used,13995,International Auto Outlet,1.7,204,"Hamilton, OH",tel:+1-513-234-5948,Hamilton,OH
2023 Hyundai Tucson Hybrid Limited,New,46076,Taylor Hyundai of Augusta,4.0,1016,"Augusta, GA",tel:+1-877-370-1404,Augusta,GA
2014 Mercedes-Benz Sprinter High Roof,Used,39000,,0.0,0,,,no_state,no_region
2020 Audi S6 2.9T Premium Plus,Used,32000,Hanna Imports,3.3,2296,"Raleigh, NC",tel:+1-919-230-7427,Raleigh,NC
2023 Buick Enclave FWD Premium,New,47790,Parks Buick GMC Kernersville,4.7,2027,"Kernersville, NC",tel:+1-336-900-7038,Kernersville,NC
2005 Nissan 350Z Touring,Used,10995,,0.0,0,,,no_state,no_region
2009 Pontiac Vibe Base,Used,6909,AutoNation USA Kennesaw,4.8,107,"Kennesaw, GA",tel:+1-888-876-4803,Kennesaw,GA
2010 BMW 128 128i,Used,4988,Car Spot Melbourne,0.0,7,"Melbourne, FL",tel:+1-321-241-0366,Melbourne,FL
2023 Mitsubishi Mirage G4 LE,Used,19880,Ramey Tazewell,0.0,4,"Tazewell, VA",tel:+1-276-385-6043,Tazewell,VA
2023 Lincoln Corsair Standard,Used,43500,Anderson Mazda of Lincoln,0.0,180,"Lincoln, NE",tel:+1-877-361-5619,Lincoln,NE
2024 Kia Forte GT-Line,New,24295,Future Kia of Clovis,4.1,1450,"Clovis, CA",tel:+1-559-427-5033,Clovis,CA
2011 Scion xB Release Series 8.0,Used,8050,Gateway Chevrolet,4.9,5564,"Fargo, ND",tel:+1-701-404-8627,Fargo,ND
2024 Jeep Grand Cherokee Laredo,New,42788,Laredo Dodge Chrysler Jeep Ram,2.7,99,"Laredo, TX",tel:+1-956-242-7477,Laredo,TX
2024 Jeep Grand Cherokee Limited,New,45408,Laredo Dodge Chrysler Jeep Ram,2.7,99,"Laredo, TX",tel:+1-956-242-7477,Laredo,TX
2024 Jeep Grand Cherokee Laredo,New,41536,Laredo Dodge Chrysler Jeep Ram,2.7,99,"Laredo, TX",tel:+1-956-242-7477,Laredo,TX
2024 Jeep Grand Cherokee Laredo,New,43129,Laredo Dodge Chrysler Jeep Ram,2.7,99,"Laredo, TX",tel:+1-956-242-7477,Laredo,TX
2022 Mercedes-Benz AMG SL 63 Base,Used,149995,Varsity Lincoln,4.9,1768,"Novi, MI",tel:+1-888-484-3952,Novi,MI
2016 Tesla Model S 70D,Used,28900,Car Pros of Lake Norman LLC,0.0,0,"Mooresville, NC",tel:+1-888-478-4049,Mooresville,NC
2020 Porsche Cayenne Turbo,Used,86825,Porsche San Luis Obispo,0.0,1,"San Luis Obispo, CA",tel:+1-805-242-0222,San Luis Obispo,CA
2020 Ford Explorer XLT,Used,26698,Betten Baker Chevrolet of Cadillac,4.8,56,"Cadillac, MI",tel:+1-231-444-1984,Cadillac,MI
2023 Jeep Grand Wagoneer Series III,New,94495,Gastonia Chrysler Dodge Jeep Ram,4.6,4170,"Gastonia, NC",tel:+1-888-260-9081,Gastonia,NC
2023 Porsche Taycan GTS,Used,118995,BMW Seattle,4.8,1302,"Seattle, WA",tel:+1-206-204-4778,Seattle,WA
2023 GMC Savana 2500 Work Van,Used,34986,Kearny Mesa Chevrolet,0.0,178,"San Diego, CA",tel:+1-833-485-6007,San Diego,CA
2024 Mitsubishi Eclipse Cross SE,New,27896,Miami Lakes Automall - Chevrolet Kia Dodge Chrysler Jeep Ram Mitsubishi,4.2,3802,"Hialeah, FL",tel:+1-305-809-7662,Hialeah,FL
2018 Toyota Avalon Hybrid Limited,Used,25995,Honda of Salem,4.7,1871,"Salem, OR",tel:+1-971-206-6057,Salem,OR
2019 BMW 750 750i xDrive AWD 4dr Sedan,Used,33490,Masic Motors,0.0,41,"Harrisburg, PA",tel:+1-717-910-4795,Harrisburg,PA
2024 Nissan Murano SV,New,43620,Barberino Nissan,4.7,396,"Wallingford, CT",tel:+1-888-570-9231,Wallingford,CT
2014 Mitsubishi Outlander Sport SE,Used,10000,Mandal Chrysler Dodge Jeep Ram,4.7,272,"D'Iberville, MS",tel:+1-228-400-0679,D'Iberville,MS
2024 Toyota bZ4X XLE,New,44435,AutoNation Toyota Buena Park,4.7,2057,"Buena Park, CA",tel:+1-877-859-2111,Buena Park,CA
2020 Mitsubishi Outlander Sport SE,Used,13800,Sheehan Pre-owned,5.0,32,"Pompano Beach, FL",tel:+1-888-595-9261,Pompano Beach,FL
2023 GMC Sierra 2500 AT4,Used,67994,Gem City Ford Lincoln,4.7,132,"Quincy, IL",tel:+1-217-919-0528,Quincy,IL
2020 Honda CR-V EX,Used,21000,VanDevere Buick Kia,4.4,679,"Akron, OH",tel:+1-330-991-9007,Akron,OH
2024 Chevrolet Malibu LT,New,29085,Boniface Hiers Chevrolet,4.7,922,"Melbourne, FL",tel:+1-877-222-6457,Melbourne,FL
2019 Cadillac CT6 Luxury,Used,29706,Shottenkirk Honda Huntsville,4.6,778,"Huntsville, AL",tel:+1-256-666-0274,Huntsville,AL
2022 Land Rover Defender 110 Standard,Used,53500,Bob Johnson Certified Collection,0.0,19,"Rochester, NY",tel:+1-585-537-4250,Rochester,NY
2024 Volkswagen Taos 1.5T SE,New,31380,Basil Volkswagen of Lockport,4.4,232,"Lockport, NY",tel:+1-716-210-7476,Lockport,NY
2015 Nissan Versa Note,Used,8500,Prospect Auto Sales,0.0,22,"Osseo, MN",tel:+1-763-445-4701,Osseo,MN
2017 Mercedes-Benz GLS 550 Base 4MATIC,Used,27000,iDrive Autohaus Ltd.,0.0,7,"Portland, OR",tel:+1-503-208-9967,Portland,OR
2024 Tesla Model Y Rear-Wheel Drive,New,40910,Tesla,0.0,0,"Camarillo, CA",/vehicledetail/01e794dc-a115-4c37-9848-369faef5be65/,Camarillo,CA
2021 Mercedes-Benz Sprinter 3500XD 170 WB High Roof Cargo,New,99995,Mercedes-Benz of Naples,4.7,1589,"Naples, FL",tel:+1-888-998-8483,Naples,FL
2024 Jeep Grand Cherokee 4xe Base,New,62016,Kendall Dodge Chrysler Jeep Ram,4.5,3510,"Miami, FL",tel:+1-786-231-3315,Miami,FL
2020 Tesla Model Y Long Range,Used,30590,XYZ Motors,0.0,0,"Grand Rapids, MI",tel:+1-888-221-5117,Grand Rapids,MI
2023 Hyundai Santa Cruz 2.5T SEL Premium,Used,32491,Glenbrook Hyundai - Happy Car Store,4.8,804,"Fort Wayne, IN",tel:+1-888-484-5659,Fort Wayne,IN
2007 Ferrari 599 GTB Fiorano Base,Used,146900,Tactical Fleet Dallas,0.0,10,"Dallas, TX",tel:+1-417-708-5909,Dallas,TX
2008 Cadillac XLR Base,Used,22995,Trent Cadillac Buick GMC,4.9,947,"New Bern, NC",tel:+1-252-644-3239,New Bern,NC
2020 Honda Accord Sport 1.5T,Used,24662,Scott Clark Nissan,4.5,1151,"Charlotte, NC",tel:+1-704-274-3214,Charlotte,NC
2024 Chevrolet Blazer 3LT,New,46865,Deery Brothers,4.2,139,"West Burlington, IA",tel:+1-319-237-3698,West Burlington,IA
2024 Dodge Hornet R/T,New,45199,Lager's Chrysler World,5.0,31,"Mankato, MN",tel:+1-507-201-4172,Mankato,MN
2015 Volkswagen Golf Launch Edition 2-Door,Used,9980,Mills Chevrolet,4.1,331,"Davenport, IA",tel:+1-563-514-4862,Davenport,IA
2015 Volkswagen Eos Komfort Edition,Used,17895,DriveTime of Arlington,0.0,12,"Arlington, TX",tel:+1-817-856-0413,Arlington,TX
2024 Ford Escape ST-Line Elite,New,39955,Ford Lincoln Fairfield,4.5,2039,"Fairfield, CA",tel:+1-707-474-4105,Fairfield,CA
2024 Subaru Solterra Premium,New,44027,Brattleboro Subaru,4.8,1757,"Brattleboro, VT",tel:+1-802-275-4297,Brattleboro,VT
2024 Mitsubishi Eclipse Cross LE,New,30055,Phil Smith Kia,4.7,1803,"Lighthouse Point, FL",tel:+1-888-590-9655,Lighthouse Point,FL
2022 Ford F-150 Lightning XLT,Used,48880,Herlong Ford,4.5,1084,"Edgefield, SC",tel:+1-803-262-4108,Edgefield,SC
2000 BMW M5 M5,Used,89900,Performance Auto Gallery,0.0,7,"Rockville, MD",tel:+1-202-684-2256,Rockville,MD
2019 Lexus LS 500 Base,Used,45991,Elgin Volkswagen,2.8,53,"Elgin, IL",tel:+1-847-805-2386,Elgin,IL
2024 Dodge Hornet R/T,New,44125,Coppus Motors,5.0,98,"Tiffin, OH",tel:+1-567-220-4225,Tiffin,OH
2018 BMW 340 i xDrive,Used,36985,"Emperia Auto, LLC",0.0,4,"Springfield, OH",tel:+1-937-688-4645,Springfield,OH
2024 Nissan Kicks SR,New,26830,South Park Nissan,4.4,55,"San Antonio, TX",tel:+1-855-875-4188,San Antonio,TX
2023 Audi Q8 55 Premium Plus,Used,67000,Jack Ingram Motors,4.4,61,"Montgomery, AL",tel:+1-334-472-0122,Montgomery,AL
2024 Jeep Grand Cherokee Laredo,New,41209,Laredo Dodge Chrysler Jeep Ram,2.7,99,"Laredo, TX",tel:+1-956-242-7477,Laredo,TX
2023 Toyota Highlander L,Used,31929,Pine Belt Chevrolet Buick,0.0,5,"HATTIESBURG, MS",tel:+1-888-720-6634,HATTIESBURG,MS
2008 Lexus LS 460 L,Used,10998,YC Auto Group Richmond,0.0,0,"Richmond, CA",tel:+1-510-778-7378,Richmond,CA
2015 MINI Paceman Cooper S,Used,15995,Dynamite Auto Sales,0.0,288,"Phoenix, AZ",tel:+1-602-635-4936,Phoenix,AZ
2017 Ford Transit-250 Base,Used,27995,C Cox Auto Sales of Joplin,0.0,1,"Joplin, MO",tel:+1-417-680-0350,Joplin,MO
2023 Porsche 718 Cayman GT4 RS,Used,232351,HBi Auto,3.4,17,"Mocksville, NC",tel:+1-336-443-9182,Mocksville,NC
2024 Buick Encore GX Avenir,New,39515,Blaise Alexander Chevrolet Buick GMC Truck of Mansfield,0.0,18,"Mansfield, PA",tel:+1-866-396-9993,Mansfield,PA
2024 Subaru Solterra Touring,New,54558,North End Subaru,4.9,1690,"Lunenburg, MA",tel:+1-978-812-0383,Lunenburg,MA
2020 Hyundai Tucson SE,Used,19995,Rocky Ridge Auto Sales,4.6,640,"Ephrata, PA",tel:+1-717-466-5956,Ephrata,PA
2016 Porsche Cayman S,Used,60000,Turismo Auto Group,0.0,3,"Denver, CO",tel:+1-877-889-3782,Denver,CO
2024 RAM 3500 Laramie,New,84025,Gene Steffy Chrysler Jeep Dodge RAM,0.0,602,"Fremont, NE",tel:+1-402-620-6085,Fremont,NE
2023 Volvo XC90 B5 Core,New,52765,Tom Kelley Volvo,4.8,192,"Fort Wayne, IN",tel:+1-877-876-3401,Fort Wayne,IN
2005 Ferrari 612 Scaglietti,Used,99995,Reina International,0.0,10,"Brookfield, WI",tel:+1-262-510-2733,Brookfield,WI
2024 Chevrolet Trailblazer RS,New,30025,Branine Chevrolet,0.0,178,"Osage City, KS",tel:+1-785-528-3115,Osage City,KS
2009 Mercury Milan V6 Premier,Used,7997,Broadmoor Motors Middleville,0.0,1,"Middleville, MI",tel:+1-269-579-6178,Middleville,MI
2021 Tesla Model Y Long Range Dual Motor All-Wheel Drive,Used,30800,Twins Chrysler Dodge Jeep Ram,4.4,14,"Wayland, MI",tel:+1-269-557-6919,Wayland,MI
2022 Hyundai Elantra SEL,Used,16995,C Cox Auto Sales of Joplin,0.0,1,"Joplin, MO",tel:+1-417-680-0350,Joplin,MO
2024 Chevrolet Malibu RS,New,22595,Don Mealey Chevrolet,4.6,1093,"Clermont, FL",tel:+1-352-356-4239,Clermont,FL
2015 Chevrolet Spark EV 2LT,Used,9275,Sam Pierce Chevrolet,4.1,75,"Daleville, IN",tel:+1-877-547-0702,Daleville,IN
2020 Toyota RAV4 Hybrid SE,Used,31900,Adams Chevrolet,4.1,278,"Havre De Grace, MD",tel:+1-410-334-8959,Havre De Grace,MD
2018 Jaguar XE 25t Premium,Used,20998,CarMax Reno - Offering Express Pickup and Home Delivery,0.0,8,"Reno, NV",tel:+1-775-440-2903,Reno,NV
2024 Kia Forte GT-Line,New,27585,Future Kia of Clovis,4.1,1450,"Clovis, CA",tel:+1-559-427-5033,Clovis,CA
2019 Audi A7 3.0T Prestige,Used,41977,Audi North Houston,4.3,85,"Houston, TX",tel:+1-281-214-0500,Houston,TX
2018 Audi Q5 2.0T Premium Plus,Used,24500,,0.0,0,,,no_state,no_region
2024 Tesla Model Y Long Range Dual Motor All-Wheel Drive,New,46400,Tesla,0.0,0,"Pensacola, FL",/vehicledetail/ce4b2e7d-465b-43fa-9222-1ee5362c4807/,Pensacola,FL
2021 Kia Soul S,Used,17695,DriveTime of Pelham,0.0,18,"Pelham, AL",tel:+1-205-307-5994,Pelham,AL
2017 BMW 340 i xDrive,Used,29995,"Emperia Auto, LLC",0.0,4,"Springfield, OH",tel:+1-937-688-4645,Springfield,OH
2024 Nissan Murano Platinum,New,54635,Barberino Nissan,4.7,396,"Wallingford, CT",tel:+1-888-570-9231,Wallingford,CT
2024 Jeep Grand Cherokee 4xe Base 4xe,New,60096,CR Chrysler Dodge Jeep RAM of Adrian,4.7,291,"Adrian, MI",tel:+1-517-662-3679,Adrian,MI
2008 BMW 335 335i 4dr Sedan,Used,5900,AutoAffari LLC,0.0,2,"Sacramento, CA",tel:+1-916-404-8019,Sacramento,CA
2015 Ford Edge Sport,Used,18693,Santa Barbara Honda,0.0,0,"Goleta, CA",tel:+1-805-291-8070,Goleta,CA
2018 Jeep Wrangler Unlimited Sahara,Used,25999,Stokes Toyota Hilton Head,5.0,762,"Bluffton, SC",tel:+1-844-327-4938,Bluffton,SC
2024 Volkswagen Taos 1.5T SE,New,32023,Volkswagen of Panama City,4.9,142,"Panama City, FL",tel:+1-850-257-7946,Panama City,FL
2015 Jeep Wrangler Unlimited Sahara,Used,22329,Herrnstein of Waverly Chrysler Dodge Jeep Ram,4.3,41,"Waverly, OH",tel:+1-740-835-4951,Waverly,OH
2007 Pontiac Solstice GXP,Used,14900,Classic Auto Sales,2.7,136,"Omaha, NE",tel:+1-402-298-5218,Omaha,NE
2024 Chevrolet Trailblazer LT,New,25685,City Motor Company,0.0,89,"Great Falls, MT",tel:+1-406-952-3730,Great Falls,MT
2024 Mazda CX-90 Preferred,New,44820,Liberty Mitsubishi,4.8,12,"Rapid City, SD",tel:+1-877-650-9165,Rapid City,SD
2021 Volkswagen Arteon 2.0T SEL R-Line 4MOTION,Used,29958,Destination Nissan,4.7,5829,"Albany, NY",tel:+1-877-828-8949,Albany,NY
1999 Plymouth Prowler Base,Used,29691,Granger Chevrolet,4.7,501,"Orange, TX",tel:+1-409-405-4057,Orange,TX
2011 Honda Civic EX,Used,10995,Bryan Jeffery Motors,0.0,3,"Anchorage, AK",tel:+1-907-341-4989,Anchorage,AK
2018 Jeep Wrangler Unlimited Sahara,Used,30977,Vaden Nissan of Hilton Head,4.8,683,"Bluffton, SC",tel:+1-866-492-1914,Bluffton,SC
2017 Buick LaCrosse Essence,Used,16497,Holm Automotive Center,4.8,5687,"Abilene, KS",tel:+1-888-624-7474,Abilene,KS
2019 MINI Countryman Cooper S ALL4,Used,25977,Baron BMW MINI,4.5,1901,"Merriam, KS",tel:+1-913-871-4904,Merriam,KS
2022 RAM 1500 TRX,Used,84311,Grayson BMW,4.7,594,"Knoxville, TN",tel:+1-865-338-5197,Knoxville,TN
2020 Lexus LS 500 Base,Used,41300,Zeigler Chevrolet,4.4,1704,"Schaumburg, IL",tel:+1-877-425-6945,Schaumburg,IL
2024 Jeep Grand Cherokee 4xe BASE,New,59130,Pat McGrath Chrysler Jeep Dodge RAM,4.7,334,"Cedar Rapids, IA",tel:+1-319-774-6948,Cedar Rapids,IA
2024 Mitsubishi Eclipse Cross LE,New,25966,Miami Lakes Automall - Chevrolet Kia Dodge Chrysler Jeep Ram Mitsubishi,4.2,3802,"Hialeah, FL",tel:+1-305-809-7662,Hialeah,FL
2024 Ford Explorer XLT,New,46533,Webber Family Motors,5.0,284,"Detroit Lakes, MN",tel:+1-218-325-4293,Detroit Lakes,MN
2012 Kia Soul +,Used,8999,Auto Connection Lima LLC,0.0,5,"LIMA, OH",tel:+1-419-516-0651,LIMA,OH
2016 Subaru BRZ Premium,Used,15475,Uniworld Auto Sales,0.0,248,"Greensboro, NC",tel:+1-336-617-2302,Greensboro,NC
2017 RAM ProMaster 2500 High Roof,Used,16900,Mark's Auto Mart,5.0,26,"Fort Dodge, IA",tel:+1-515-532-5379,Fort Dodge,IA
2021 Volkswagen Atlas Cross Sport 3.6L V6 SEL Premium,Used,32181,Gerry Raymond Chevrolet of Fairmont,0.0,2,"Fairmont, WV",tel:+1-304-994-4614,Fairmont,WV
2013 Volkswagen Jetta Hybrid SE,Used,8995,Parkway Auto,2.2,92,"Deer Park, WA",tel:+1-509-651-5065,Deer Park,WA
2021 Jeep Grand Cherokee L Limited,Used,36840,Mark Allen Buick GMC,3.9,211,"Collinsville, OK",tel:+1-918-609-9236,Collinsville,OK
2024 BMW i5 eDrive40,New,72795,BMW of Monterey,4.6,1137,"Seaside, CA",tel:+1-831-240-0632,Seaside,CA
2009 Dodge Ram 1500 SLT,Used,13000,Noblesville Auto Gallery,0.0,1,"Noblesville, IN",tel:+1-317-214-8769,Noblesville,IN
2024 Dodge Hornet GT AWD,New,34980,National Dodge Chrysler Jeep RAM,4.5,802,"Jacksonville, NC",tel:+1-910-595-3004,Jacksonville,NC
2023 Chevrolet Express 3500 RWD 3500 Extended Wheelbase WT,New,46425,Platinum Chevrolet,4.4,606,"Santa Rosa, CA",tel:+1-833-242-3626,Santa Rosa,CA
2023 Volkswagen ID.4 S,New,40791,Napleton Autowerks Missouri,3.1,336,"Springfield, MO",tel:+1-866-208-7060,Springfield,MO
2024 Ford Escape Base,New,40859,Ford Lincoln Fairfield,4.5,2039,"Fairfield, CA",tel:+1-707-474-4105,Fairfield,CA
2024 Nissan Leaf SV PLUS,New,36949,Hart Nissan,4.7,1996,"Mechanicsville, VA",tel:+1-877-438-9182,Mechanicsville,VA
2004 Buick LeSabre Custom,Used,2432,Corwin Public Wholesale,4.6,243,"Fargo, ND",tel:+1-218-227-5130,Fargo,ND
2019 Audi A7 3.0T Prestige,Used,43082,Audi Gainesville,4.9,495,"Gainesville, FL",tel:+1-352-565-4700,Gainesville,FL
2014 Mercedes-Benz CLA-Class CLA 250,Used,12880,Preferred Imports,0.0,80,"Birmingham, AL",tel:+1-833-546-3988,Birmingham,AL
2016 Ford Fusion Energi Titanium,Used,13950,SKCO Automotive,3.9,82,"Mobile, AL",tel:+1-251-973-6400,Mobile,AL
2024 Kia EV9 Land,New,75815,Fiesta Kia,3.3,7,"Indio, CA",tel:+1-760-558-4246,Indio,CA
2024 Kia EV9 GT-Line,New,76430,Fiesta Kia,3.3,7,"Indio, CA",tel:+1-760-558-4246,Indio,CA
2023 Aston Martin DBS 770 Ultimate Volante,Used,475000,Foreign Auto Connect,0.0,22,"Bloomington, IN",tel:+1-888-376-9923,Bloomington,IN
1976 GMC Suburban Sierra Classic Estate,Used,33900,GR Auto Gallery,3.2,233,"Grand Rapids, MI",tel:+1-616-828-1512,Grand Rapids,MI
2022 Chrysler Pacifica Hybrid Touring L,Used,32521,Sunrise Ford,4.2,389,"Fort Pierce, FL",tel:+1-772-732-2491,Fort Pierce,FL
2002 Chevrolet Avalanche 2500,Used,9762,Corwin Public Wholesale,4.6,243,"Fargo, ND",tel:+1-218-227-5130,Fargo,ND
2023 Mitsubishi Outlander Sport ES,Used,22998,CarMax Dothan - Offering Express Pickup and Home Delivery,0.0,2,"Dothan, AL",tel:+1-334-258-2128,Dothan,AL
2023 Volkswagen ID.4 Pro,New,41991,Napleton Autowerks Missouri,3.1,336,"Springfield, MO",tel:+1-866-208-7060,Springfield,MO
2022 Jeep Gladiator Rubicon,Used,39428,Hubbard GM Center,0.0,8,"Monticello, IN",tel:+1-574-516-6749,Monticello,IN
